"gender","age","membership_start","income","ave_spend","max_spend","tenure","recency","frequency","monetary_value","r_score","f_score","m_score","fm_string","fm_score","rfm_string","rfm_score","person_id"
"F",54,"2017-01-06",72000,17.29,28.7,566,654,5,86.43,"6","4","5","45",9,"645",15,"ae8111e7e8cd4b60a8d35c42c1110555"
"M",57,"2016-09-30",30000,9.3,21.35,665,654,13,120.92,"6","9","7","97",16,"697",22,"aea3357bef1c44a180ae8e217df12fa0"
"M",26,"2017-10-09",56000,2.43,7,291,654,8,19.47,"6","6","2","62",8,"662",14,"aea4564b32c5480cbdf1c5813d2aa279"
"F",64,"2018-04-07",84000,20.25,29.26,111,474,4,80.98,"1","3","5","35",8,"135",9,"aea8a070df2f42f2a3143e8991205492"
"F",66,"2015-10-24",92000,26.88,43.8,1007,666,8,215.06,"7","6","9","69",15,"769",22,"aeb085396ad04cefae499bb929177afc"
"F",89,"2017-09-18",107000,26.36,34.9,312,600,7,184.49,"3","6","9","69",15,"369",18,"aeb2465e958342f39d18e44d6ba36311"
"F",62,"2016-03-23",102000,24.98,37.07,855,708,7,174.85,"10","6","8","68",14,"1068",24,"aebb936affe9484e971a033e901eea7d"
"F",64,"2016-02-25",81000,21.09,41.89,882,684,9,189.79,"8","7","9","79",16,"879",24,"aec532a91d9948cb828cc657fa27fce2"
"M",71,"2014-12-17",65000,14.28,111.97,1317,618,10,142.77,"4","8","7","87",15,"487",19,"aec66f67b80548d29897b26f83d139de"
"M",41,"2017-03-27",64000,3.52,10.45,487,666,11,38.77,"7","8","3","83",11,"783",18,"aec682c4187546819c9b85c363f6ae70"
"M",65,"2017-10-22",71000,2.08,3.88,278,696,11,22.91,"9","8","2","82",10,"982",19,"aec92d33119e48beab22b1ef4dda4159"
"M",69,"2018-04-24",96000,28.48,38.91,94,582,5,142.39,"3","4","7","47",11,"347",14,"aecc4f164b69498fa32aa173636fecbe"
"M",58,"2018-07-18",43000,2.63,3.86,9,648,3,7.88,"6","2","1","21",3,"621",9,"aecee72b63504134bc4c4ec858885128"
"M",30,"2018-05-18",58000,2.98,4.37,70,582,4,11.92,"3","3","1","31",4,"331",7,"aed59d1f47be4f73ba402ede49666b7a"
"F",59,"2016-12-30",89000,22.73,25.43,573,450,3,68.18,"1","2","5","25",7,"125",8,"aed8e306eb214dc4991026c1005bff46"
"F",43,"2017-01-14",84000,20.1,35.43,558,672,6,120.59,"7","5","7","57",12,"757",19,"aedba933c467488a82f5b83fa981ef8a"
"M",81,"2018-07-15",62000,6.01,8.57,12,576,5,30.05,"3","4","3","43",7,"343",10,"aee02b97af7b47d8a967b2f21b9a2a75"
"M",62,"2018-02-21",62000,15.41,20.61,155,708,5,77.05,"10","4","5","45",9,"1045",19,"aee19657e60c4178941a3c49c1c88841"
"F",73,"2017-12-25",101000,0,0,213,0,0,0,"1","1","1","11",2,"111",3,"aee8cae3f1a345128f3b3612e4d529dd"
"F",69,"2016-06-10",73000,23.21,33.7,777,702,7,162.47,"9","6","8","68",14,"968",23,"aeea18cf2e8d455c98453c546292a9f6"
"F",52,"2017-06-21",81000,15.51,15.51,401,492,1,15.51,"1","1","2","12",3,"112",4,"aeed18479ee64200b76fb40f5b8e0e14"
"M",58,"2015-08-17",72000,18.51,24.66,1075,708,6,111.08,"10","5","6","56",11,"1056",21,"aeee1b7840224e07b2f3574b63001698"
"F",49,"2017-11-29",58000,15.15,22.04,239,690,5,75.77,"8","4","5","45",9,"845",17,"aeeef2e09ff84206861ea936d694acfe"
"M",20,"2018-04-27",75000,3.46,7.89,91,660,4,13.84,"6","3","2","32",5,"632",11,"aef583f3c3614f9e96d7940df55510b2"
"F",71,"2017-09-05",90000,30.33,45.1,325,624,3,91,"4","2","6","26",8,"426",12,"aef6e9628dfe4b8f9049a3dc13a7a67e"
"M",34,"2016-02-29",73000,18.51,32.73,878,666,13,240.66,"7","9","10","910",19,"7910",26,"aeffa610ee7740ada8389827eb2533a6"
"M",77,"2018-07-05",38000,4.58,11.1,22,624,5,22.91,"4","4","2","42",6,"442",10,"af046d91eec74ac79e40b6c12004ecab"
"M",33,"2018-01-28",73000,2.02,2.61,179,696,5,10.08,"9","4","1","41",5,"941",14,"af04f04b84fb427b99dac5087034dab8"
"F",60,"2017-08-29",82000,28.41,36.4,332,594,3,85.23,"3","2","5","25",7,"325",10,"af1389c7049448c1a6c0dab6507e3c19"
"F",76,"2018-05-02",65000,1.93,6.09,86,618,8,15.46,"4","6","2","62",8,"462",12,"af1447ec7d6b4fef9998a831aedd3102"
"M",73,"2018-04-14",76000,15.95,23.56,104,618,2,31.89,"4","1","3","13",4,"413",8,"af15533a5b1a42a98e767fc9103e325c"
"M",30,"2017-09-07",46000,2.34,3.21,323,678,4,9.38,"7","3","1","31",4,"731",11,"af170e94ddd44e18ac17d7ebb6e09617"
"M",74,"2016-10-08",77000,18.12,23.78,657,354,3,54.36,"1","2","4","24",6,"124",7,"af1aba1e70f14a19904cfb3cde96021d"
"F",65,"2015-09-06",103000,28.51,34.51,1055,606,5,142.53,"4","4","7","47",11,"447",15,"af1f672547df453dae19b531be208bf1"
"M",47,"2018-02-17",47000,1.77,4.09,159,582,7,12.36,"3","6","1","61",7,"361",10,"af3669c4575a45e994defa7bacd111ba"
"M",62,"2017-10-04",79000,0,0,296,0,0,0,"1","1","1","11",2,"111",3,"af3ba9e1956549a18a4992fbbe41438b"
"F",36,"2016-11-05",76000,22.71,32.27,628,696,12,272.56,"9","8","10","810",18,"9810",27,"af3e4f55f3f44cf883289857d51d2678"
"M",61,"2015-10-29",64000,3.43,8.56,1001,576,15,51.43,"3","9","4","94",13,"394",16,"af3fb8f091f44fd58d0d1f31a6d74f98"
"M",22,"2016-02-11",33000,7.3,17.12,896,690,13,94.93,"8","9","6","96",15,"896",23,"af41ddef5c8149138aba2cc20a0db9a1"
"M",63,"2018-04-25",57000,2.62,4.28,93,612,3,7.87,"4","2","1","21",3,"421",7,"af44280079ae4b348d28b23b81c1ff8c"
"M",32,"2016-10-28",58000,19.73,24.12,637,678,8,157.87,"7","6","8","68",14,"768",21,"af44c9f11887442aabb07c86e31be442"
"M",26,"2017-11-11",74000,5.07,13.3,257,594,5,25.36,"3","4","3","43",7,"343",10,"af4843b3494c4e9483f2a7d2c45095ae"
"M",78,"2016-09-28",39000,11.56,21.32,667,666,11,127.19,"7","8","7","87",15,"787",22,"af4bb07bf5364e9783f5bd740b27ed8f"
"M",54,"2018-01-11",49000,4.08,9.36,196,624,12,48.92,"4","8","4","84",12,"484",16,"af4f196d772e4bcc984b63db3f83da92"
"M",76,"2016-12-15",54000,3.38,12.02,588,576,13,43.98,"3","9","4","94",13,"394",16,"af5006474eed41038fd53ad352e98f5b"
"M",52,"2015-02-28",37000,2.78,6.19,1244,714,21,58.32,"10","10","4","104",14,"10104",24,"af51e40269e14424a5f08ed86a4d6437"
"F",87,"2017-04-04",76000,15.16,23.81,479,636,3,45.49,"5","2","4","24",6,"524",11,"af5215439a5c4c6f9a0955b609de4851"
"F",70,"2016-09-28",98000,26.61,33.25,667,642,7,186.24,"5","6","9","69",15,"569",20,"af5551545cec404bb32a91ebaa731790"
"F",30,"2017-07-28",65000,2.56,6.51,364,672,6,15.35,"7","5","2","52",7,"752",14,"af573e631a6942379a5eb5088314e278"
"M",47,"2016-03-24",37000,8.08,12.42,854,684,12,97.02,"8","8","6","86",14,"886",22,"af58b21715ae4b128897d70ebe49b3f0"
"F",21,"2016-05-14",36000,51.68,377.19,804,708,9,465.08,"10","7","10","710",17,"10710",27,"af5f147000ff48199b012df26bf97e15"
"M",56,"2017-10-10",75000,0,0,290,0,0,0,"1","1","1","11",2,"111",3,"af63cf0ed6ad4c458a03cb321927b463"
"M",54,"2016-10-20",113000,23.79,29.08,645,558,5,118.96,"2","4","7","47",11,"247",13,"af65587f707a47439462c90d0564ee43"
"F",48,"2017-10-25",34000,3.18,4.87,275,684,3,9.54,"8","2","1","21",3,"821",11,"af65f4caebe24baa96b4dc8e83750d4d"
"M",60,"2016-06-11",30000,7.83,15.84,776,666,24,187.9,"7","10","9","109",19,"7109",26,"af69a507aefd4ecdbc4c33b0ec4dfe61"
"M",73,"2014-01-24",63000,17.96,26.33,1644,708,13,233.54,"10","9","9","99",18,"1099",28,"af74271eb39449619fd3bc60e7b0bce4"
"M",43,"2018-02-28",91000,21.65,24.28,148,678,2,43.3,"7","1","4","14",5,"714",12,"af748b8bdd2e4aaf9c577428fd8d7e77"
"M",66,"2017-11-13",97000,20.2,24.11,255,702,8,161.56,"9","6","8","68",14,"968",23,"af76332f99e34945ac7e4880c74f7c91"
"F",73,"2017-06-17",82000,23.75,33.14,405,714,6,142.49,"10","5","7","57",12,"1057",22,"af8874dd6a6548d6ba4e9a53a70825ad"
"M",77,"2018-03-02",79000,15.57,18.82,146,510,2,31.14,"2","1","3","13",4,"213",6,"af8f99d284ae4639bac4af60f085caef"
"M",42,"2016-03-20",63000,13.76,28.04,858,618,17,233.84,"4","10","9","109",19,"4109",23,"af9271c4812545a9918c9fba7b082db2"
"M",38,"2017-11-16",46000,11.3,17.6,252,504,7,79.13,"2","6","5","65",11,"265",13,"af9a7712bc024eeaa0533cfcff3e86aa"
"M",57,"2015-08-08",63000,15.31,24.72,1084,714,9,137.83,"10","7","7","77",14,"1077",24,"af9d0b6974694cb7981e0cb544cb10b4"
"M",22,"2018-01-03",66000,9.9,122,204,642,18,178.16,"5","10","8","108",18,"5108",23,"afafc7537e2742afbeeb8f16793e8c99"
"M",35,"2018-05-05",73000,3.89,10.96,83,630,6,23.35,"5","5","2","52",7,"552",12,"afb9cf8be4fc40a7964811794d16a1e1"
"M",45,"2018-03-19",65000,15.8,21.15,129,564,5,78.99,"2","4","5","45",9,"245",11,"afbad51f7d484153bf616d3209834217"
"F",44,"2018-03-21",69000,13.79,13.79,127,330,1,13.79,"1","1","2","12",3,"112",4,"afbbc208d0424a8a91426a7a2368c170"
"M",51,"2017-08-09",114000,22.48,25.82,352,540,2,44.97,"2","1","4","14",5,"214",7,"afbd0cb9440b45d696ae1fd2874de803"
"F",70,"2018-07-15",113000,31.03,31.03,12,426,1,31.03,"1","1","3","13",4,"113",5,"afbd41c03b5845a48e004a5bde31f7fb"
"M",22,"2017-10-03",48000,2.02,2.72,297,690,4,8.08,"8","3","1","31",4,"831",12,"afbd8b37aaa041ea8c166d348ea0f2db"
"F",51,"2017-11-08",72000,21.56,24.36,260,612,4,86.25,"4","3","5","35",8,"435",12,"afc08de173e84a01aa995f63f58a377a"
"M",54,"2015-08-16",42000,2.78,11.2,1076,714,20,55.59,"10","10","4","104",14,"10104",24,"afc17613b3594acf896bddf6a2226cea"
"F",56,"2017-12-06",60000,2.91,3.76,232,678,3,8.72,"7","2","1","21",3,"721",10,"afc2ba5bfc134860bb972db2a7919901"
"M",60,"2017-05-25",84000,21.44,34.56,428,588,11,235.88,"3","8","9","89",17,"389",20,"afc31297065f444186ba9273cb1f00b3"
"M",62,"2014-01-18",43000,3.02,7.09,1650,708,12,36.19,"10","8","3","83",11,"1083",21,"afc9a6447a1249a596f01c6409bbb8d6"
"F",24,"2015-07-02",59000,3.24,10.79,1121,660,14,45.37,"6","9","4","94",13,"694",19,"afcc1f046f1740349cd370d89a933cd7"
"M",31,"2016-09-26",55000,14.31,26.22,669,666,12,171.75,"7","8","8","88",16,"788",23,"afce4cf8194f4e90a3e92da941a23601"
"F",74,"2017-09-08",64000,15.71,23.72,322,684,8,125.65,"8","6","7","67",13,"867",21,"afd3e2b3a0da49379b6afceaeb250aea"
"M",51,"2017-01-03",78000,0,0,569,0,0,0,"1","1","1","11",2,"111",3,"afd41b230f924f9ca8f5ed6249616114"
"F",86,"2017-12-20",39000,2.86,6.07,218,660,4,11.43,"6","3","1","31",4,"631",10,"afd43fca497d4e489c23b0e673535fee"
"M",60,"2017-10-24",54000,20.48,31.31,276,636,3,61.43,"5","2","4","24",6,"524",11,"afdb678ad4bc4b3793623b63c38e34a3"
"F",86,"2017-08-05",68000,17.51,21.02,356,624,5,87.56,"4","4","6","46",10,"446",14,"afdea41bb33f407fa1bb73033fa5d82b"
"F",94,"2017-01-31",77000,21.64,28.41,541,684,8,173.08,"8","6","8","68",14,"868",22,"afe0e930e2fc4e72b88d7e289237ba00"
"M",67,"2013-11-15",52000,2.73,11.18,1714,714,10,27.31,"10","8","3","83",11,"1083",21,"afe18417cb5241e5b76cb3a5b1ca661e"
"M",31,"2018-06-15",51000,1.51,2.28,42,684,3,4.53,"8","2","1","21",3,"821",11,"afe96b883fa846e9a972b73f8de5812f"
"M",59,"2018-02-26",41000,3,8.15,150,714,8,24.03,"10","6","3","63",9,"1063",19,"aff95fbae22348daa57ca6ef60a85f8c"
"F",58,"2016-05-29",94000,29.79,38.34,789,654,6,178.73,"6","5","8","58",13,"658",19,"affa3198865640c59a09d17ece8f3e0e"
"M",23,"2017-05-12",64000,3.14,11.42,441,714,15,47.14,"10","9","4","94",13,"1094",23,"b007bd6d6874467fb14c3b3787fe5d70"
"M",23,"2014-02-21",32000,7.42,125.41,1616,690,25,185.41,"8","10","9","109",19,"8109",27,"b008527a63914a51bf97fc0b800e7fe1"
"M",59,"2017-10-09",65000,13.43,20.35,291,630,12,161.19,"5","8","8","88",16,"588",21,"b00fecc7a0d04587a1c4873aca733f65"
"F",63,"2017-01-15",59000,5.1,16.14,557,684,18,91.78,"8","10","6","106",16,"8106",24,"b027a42d2a5646f1b9124b58c006993a"
"M",45,"2017-04-12",96000,25.79,37.05,471,594,6,154.76,"3","5","8","58",13,"358",16,"b02abf5ae76a468c9d0c20d3f85fc7d4"
"M",69,"2017-10-20",101000,23.75,29.89,280,666,4,95.02,"7","3","6","36",9,"736",16,"b02d6369b458411aa0bbf3eb632ad4fe"
"M",61,"2018-04-25",53000,4.6,10.67,93,540,3,13.79,"2","2","2","22",4,"222",6,"b03860a74ca14828b25aef71ae8ac3b0"
"F",56,"2016-02-14",63000,18.45,39.47,893,612,15,276.74,"4","9","10","910",19,"4910",23,"b039217b1c5c494c94f9089b7aa1ac5d"
"M",80,"2017-09-09",65000,4.39,9.64,321,426,3,13.17,"1","2","2","22",4,"122",5,"b03c226bbab445899c4732372acb4797"
"F",84,"2017-01-04",87000,22.48,26.2,568,672,6,134.85,"7","5","7","57",12,"757",19,"b03e8502abc0442097197ad9e0c8e0ad"
"M",50,"2017-09-30",47000,3.79,7.38,300,678,3,11.37,"7","2","1","21",3,"721",10,"b0510187d53243f5830f2b98411e49ca"
"M",73,"2017-08-05",75000,19.59,22.31,356,678,2,39.17,"7","1","3","13",4,"713",11,"b05c16171a264745ba8623e7e766d628"
"M",70,"2015-12-18",50000,12.01,20.75,951,636,5,60.04,"5","4","4","44",8,"544",13,"b060504771aa4ab9b4bdf98051c7cc05"
"M",69,"2018-04-29",51000,2.39,4.67,89,606,5,11.93,"4","4","1","41",5,"441",9,"b0628933a9154b31ad6293100c717127"
"F",25,"2015-09-18",61000,4.21,9.46,1043,672,22,92.64,"7","10","6","106",16,"7106",23,"b063b99c5a96415f9837a54ba030d735"
"M",44,"2018-01-15",67000,3.34,5.32,192,624,3,10.02,"4","2","1","21",3,"421",7,"b070360c5c3d4fec976a188a6972aa08"
"F",38,"2018-04-01",41000,2.09,5.03,117,666,9,18.83,"7","7","2","72",9,"772",16,"b08583e4d0aa49a6b24b56aec20b13ae"
"M",40,"2018-07-06",70000,19.44,24.93,21,510,3,58.31,"2","2","4","24",6,"224",8,"b085f625dfab4a6e860e32fadb64bd68"
"M",58,"2014-06-19",34000,2.74,8.32,1499,708,23,62.91,"10","10","5","105",15,"10105",25,"b0896a4a051242609400176f10cdb4c3"
"M",57,"2015-11-24",93000,21.02,29.01,975,684,7,147.13,"8","6","8","68",14,"868",22,"b08f1eafc66e44e6aa486d7d33351964"
"M",66,"2017-12-04",77000,20.38,26.12,234,654,7,142.66,"6","6","7","67",13,"667",19,"b095142ced7748afb287c9634f2b794e"
"M",21,"2017-09-18",46000,3.08,10.2,312,684,9,27.72,"8","7","3","73",10,"873",18,"b0956da2ffc44f25af5db38784932ca2"
"M",37,"2018-02-23",39000,3.8,7.75,153,642,3,11.41,"5","2","1","21",3,"521",8,"b098f5e352d84c448a0989030bdece0d"
"F",78,"2018-02-12",89000,21.01,24.66,164,660,4,84.03,"6","3","5","35",8,"635",14,"b09c7e2d2a67464ba40f6f029ee7f67e"
"F",67,"2018-03-20",60000,12.21,19.03,128,588,6,73.28,"3","5","5","55",10,"355",13,"b0a42fb06ea64eb1921a1d041b7a34b6"
"M",68,"2017-12-24",99000,0,0,214,0,0,0,"1","1","1","11",2,"111",3,"b0a4b908e6704b8fa1b4adc87f070fc6"
"F",68,"2018-05-30",118000,21.58,28.28,58,648,3,64.75,"6","2","5","25",7,"625",13,"b0b1e2ad49f14bc78dfc7a6e028ad0a5"
"F",40,"2017-02-15",30000,6.11,8.86,526,684,9,54.97,"8","7","4","74",11,"874",19,"b0b38eb96f02433ba5fa961b87e89564"
"F",77,"2017-03-11",78000,18.69,22.45,502,624,5,93.46,"4","4","6","46",10,"446",14,"b0b3af40c94f40c09a9036fe4a19e9c2"
"M",40,"2016-06-21",59000,4.32,9.18,766,648,8,34.58,"6","6","3","63",9,"663",15,"b0b441a558da4511ab7c59b4ff1284e7"
"M",53,"2017-11-06",67000,19.7,30.61,262,612,12,236.41,"4","8","9","89",17,"489",21,"b0ba73d05a4f4224952ea044958252b1"
"M",51,"2016-05-11",55000,2.38,5.84,807,690,13,30.89,"8","9","3","93",12,"893",20,"b0be9b4679204f82b937260a08e54eb0"
"M",45,"2013-12-13",49000,2.47,5.44,1686,690,16,39.49,"8","10","3","103",13,"8103",21,"b0bf98a1d77e43fa85a738130c112633"
"F",68,"2018-04-09",30000,9.78,19.58,109,696,13,127.19,"9","9","7","97",16,"997",25,"b0c6b9ecae7f47dc93a44edef68ab1a8"
"M",45,"2016-01-05",49000,10.62,14.97,933,708,12,127.39,"10","8","7","87",15,"1087",25,"b0ca734e01744520aea416f1c9f98f9d"
"M",33,"2017-10-16",63000,4.5,7.33,284,624,4,17.98,"4","3","2","32",5,"432",9,"b0ca8c9d4eb74a8b9b7348b2f5268d9e"
"F",53,"2017-01-26",32000,6.34,9.32,546,516,9,57.09,"2","7","4","74",11,"274",13,"b0d214d419dc495e84bda1eebf17210b"
"M",51,"2017-11-30",74000,4.09,7.46,238,690,8,32.69,"8","6","3","63",9,"863",17,"b0df19319fa442de9dd18e0e52236bb0"
"F",72,"2016-11-29",115000,27.91,31.25,604,606,4,111.64,"4","3","6","36",9,"436",13,"b0e1e5e1a2034340b635ec9f9931fe92"
"M",51,"2015-10-10",51000,2.95,5.98,1021,690,12,35.36,"8","8","3","83",11,"883",19,"b0e27dafbcec40dea87cb613b6eff255"
"M",42,"2017-08-06",68000,17.88,31.09,355,702,15,268.26,"9","9","10","910",19,"9910",28,"b0e48cab3d794637b8f9209090989e92"
"F",56,"2017-10-09",30000,1.67,2.4,291,492,4,6.66,"1","3","1","31",4,"131",5,"b0e7569ef5df425981860902510752b2"
"F",55,"2017-11-06",103000,20.66,29.75,262,624,6,123.94,"4","5","7","57",12,"457",16,"b0e8e98e9a314840875b28a8bf93904e"
"M",46,"2017-09-21",47000,3.25,7.39,309,636,9,29.23,"5","7","3","73",10,"573",15,"b0ebd67e70b54d76a73c1f8dbde43678"
"F",42,"2018-02-03",46000,2.99,6.01,173,630,7,20.94,"5","6","2","62",8,"562",13,"b0f0522ce7b3432aaa2abf9c508465f4"
"M",51,"2016-05-04",86000,26.97,35.69,814,690,4,107.88,"8","3","6","36",9,"836",17,"b0f15d5ce56244ae874509df766593e1"
"F",58,"2017-10-06",69000,17.23,32.96,294,702,21,361.91,"9","10","10","1010",20,"91010",29,"b0f1c849756f434281f2fccdc302ee81"
"M",36,"2017-06-17",34000,6.89,16.38,405,702,24,165.3,"9","10","8","108",18,"9108",27,"b0f6c2cc5d2a4412be80e74e76bd1226"
"F",63,"2018-01-01",115000,27.81,47.47,206,534,7,194.68,"2","6","9","69",15,"269",17,"b0fc778d61024cd29eea6273bec6ba5a"
"M",59,"2015-02-19",36000,2.23,4.27,1253,654,13,28.96,"6","9","3","93",12,"693",18,"b0ffa01b5b6d40abb1a7749d38b2f4b5"
"F",70,"2017-08-22",47000,11.81,25.49,339,690,18,212.64,"8","10","9","109",19,"8109",27,"b10ca9b4ffc54acb95d67c863a2a79a0"
"M",54,"2018-03-21",59000,15.97,23.63,127,666,7,111.81,"7","6","6","66",12,"766",19,"b10f5a1006c249dca0faa1c4cbb54322"
"F",84,"2017-12-30",37000,7.46,14.16,208,702,17,126.88,"9","10","7","107",17,"9107",26,"b11ad86678e347efb43115795a2d053e"
"M",60,"2016-02-04",56000,13.84,23.47,903,696,17,235.31,"9","10","9","109",19,"9109",28,"b11d014250274688834d40d8f94f66a0"
"F",55,"2017-06-16",61000,16.62,32.01,406,690,14,232.72,"8","9","9","99",18,"899",26,"b11fe44916eb4e748f86ad5169e75543"
"F",21,"2013-12-23",37000,3.16,9.09,1676,486,10,31.57,"1","8","3","83",11,"183",12,"b12e06282edd43a4ace2353f3addf8e8"
"M",100,"2015-09-11",98000,29.97,50.13,1050,666,12,359.61,"7","8","10","810",18,"7810",25,"b12e8e0f14ae4ad0b576f7c016e7e89b"
"M",66,"2015-10-01",50000,11.71,15.35,1030,552,6,70.29,"2","5","5","55",10,"255",12,"b1328662a0944c01945de75da6b0c060"
"F",42,"2018-03-12",45000,1.44,4.66,136,582,5,7.2,"3","4","1","41",5,"341",8,"b136f3c766854b28a5d5a156758e1215"
"F",49,"2017-02-12",57000,17.81,28.72,529,666,8,142.51,"7","6","7","67",13,"767",20,"b1371c7361f440cbaed7b43a1ddce792"
"F",45,"2016-07-21",61000,16.21,28.92,736,678,13,210.76,"7","9","9","99",18,"799",25,"b13775803ef54a42970428c05b9f3dfb"
"M",23,"2017-09-09",54000,4.44,7.87,321,618,8,35.51,"4","6","3","63",9,"463",13,"b13a646bdb6a456bbb5bdb4c2d88d7dc"
"M",71,"2018-01-27",64000,16.98,26.24,180,678,11,186.8,"7","8","9","89",17,"789",24,"b13e032db2984d0a9e77e55cfa430205"
"F",69,"2016-01-03",62000,3.38,8.05,935,702,20,67.61,"9","10","5","105",15,"9105",24,"b13e68942b4a47f6b0aa518eb69adb47"
"F",71,"2014-03-30",1e+05,26.25,32.39,1579,714,7,183.74,"10","6","9","69",15,"1069",25,"b13eaeb7a91e415a972c9ebc7f63ac57"
"F",29,"2015-10-29",37000,7.43,10.18,1001,690,13,96.57,"8","9","6","96",15,"896",23,"b144cbb863a7459e9ac7cd15d9ea058a"
"M",38,"2015-10-19",38000,8.8,14.23,1012,708,14,123.27,"10","9","7","97",16,"1097",26,"b14675e3d5c34b508ff6e6686d665794"
"M",39,"2018-07-17",36000,2.16,3.89,10,642,7,15.12,"5","6","2","62",8,"562",13,"b148b540df8c4aa5a8a0b79be4fdecbe"
"M",40,"2018-01-24",60000,17.37,33.97,183,636,8,138.93,"5","6","7","67",13,"567",18,"b149aa763770465e939f064f40d2319b"
"F",68,"2015-11-28",76000,192.04,881.35,971,648,5,960.21,"6","4","10","410",14,"6410",20,"b153707a382046218a55e0122b4dcf37"
"F",40,"2013-10-08",56000,3.69,9.39,1753,684,18,66.34,"8","10","5","105",15,"8105",23,"b1537b2303774725ada56027d9dc7287"
"M",54,"2016-01-15",67000,17.42,28.3,923,714,15,261.26,"10","9","10","910",19,"10910",29,"b153bec349e5491b82544af7d5cdfd67"
"M",42,"2015-06-25",93000,108.91,524.2,1128,546,6,653.44,"2","5","10","510",15,"2510",17,"b154f8f9417f40c886244e2847c32f72"
"M",19,"2015-11-29",33000,1.6,4.55,970,666,24,38.34,"7","10","3","103",13,"7103",20,"b1552ad9c27d49d49e8a30eaf6cb79b0"
"F",74,"2018-05-01",60000,4.52,5.99,87,702,5,22.59,"9","4","2","42",6,"942",15,"b1627ee5584342b8bb5bfa43f9a9bbfc"
"F",52,"2016-11-09",44000,9.85,17.03,624,636,14,137.89,"5","9","7","97",16,"597",21,"b165265e64824d3c839a40e327f9b32e"
"F",58,"2016-09-06",77000,22.64,27.33,689,564,6,135.84,"2","5","7","57",12,"257",14,"b16af11771c84527b9f6ba177f33b661"
"M",46,"2013-10-05",76000,20.7,32.32,1756,702,6,124.2,"9","5","7","57",12,"957",21,"b170886053344d3a8b6c8f3a5672b059"
"M",66,"2017-11-06",42000,1.77,3.39,262,420,4,7.08,"1","3","1","31",4,"131",5,"b1738645627a49c1b85c47c78905698d"
"F",62,"2017-12-29",47000,48.04,286.25,209,666,7,336.29,"7","6","10","610",16,"7610",23,"b1849c40e7b34593ae30b79f0744c84a"
"M",41,"2017-01-07",43000,3.52,11.08,565,702,13,45.81,"9","9","4","94",13,"994",22,"b184d6e9b45e4b80bbba597f208bfdf0"
"F",57,"2017-12-14",85000,23.62,41.36,224,672,6,141.71,"7","5","7","57",12,"757",19,"b186b8e7d7434f4dacf6dc4ddb25a09d"
"F",55,"2017-08-07",83000,29.05,37.9,354,672,2,58.1,"7","1","4","14",5,"714",12,"b187ddd72fe54e25b4d734bbb5ee535c"
"M",48,"2017-06-06",119000,27.37,41.53,416,708,6,164.23,"10","5","8","58",13,"1058",23,"b18a188c09fc4257b91b498b0d1ef004"
"M",32,"2015-01-24",37000,2.4,5.99,1279,684,16,38.42,"8","10","3","103",13,"8103",21,"b18ede11af8c44cfa56289fd58f04573"
"F",70,"2016-03-24",86000,26.04,35.16,854,660,10,260.38,"6","8","10","810",18,"6810",24,"b1913d90251b4387888ee429bf0209ef"
"M",67,"2014-04-01",53000,4.29,10.82,1578,654,11,47.24,"6","8","4","84",12,"684",18,"b193da492dcb4b029ebade62a96eefdc"
"M",71,"2018-07-20",54000,13.78,19.73,7,672,4,55.11,"7","3","4","34",7,"734",14,"b1975494797c4707840949d311ca2574"
"F",51,"2017-10-16",77000,13.87,14.37,284,606,3,41.61,"4","2","4","24",6,"424",10,"b19bf2cdc9cd4625ace1fd3a4b312772"
"M",45,"2017-08-15",54000,1.92,5.47,346,666,6,11.51,"7","5","1","51",6,"751",13,"b19c8e7ac2ff40ae92b4fcf3247f8912"
"F",21,"2017-11-20",40000,10.75,14.63,248,630,7,75.26,"5","6","5","65",11,"565",16,"b1a2ac55014741678f7e7fb6c90e2a1e"
"M",41,"2018-07-10",86000,20.91,24.52,17,348,3,62.72,"1","2","5","25",7,"125",8,"b1a43d58a55241db876f72e56fffebcf"
"M",58,"2017-09-13",77000,23.73,37.48,317,618,3,71.2,"4","2","5","25",7,"425",11,"b1a57282575b473b9d16c8b93057529b"
"M",61,"2017-03-31",52000,2.45,5.29,483,696,15,36.74,"9","9","3","93",12,"993",21,"b1a6c6b97e114a75adbd008e9222397e"
"M",72,"2015-10-17",34000,5.48,10.43,1014,708,8,43.86,"10","6","4","64",10,"1064",20,"b1b28e36ca0d4c849f7a9204a9a78eff"
"F",22,"2016-04-26",65000,74.58,531.54,822,642,9,671.26,"5","7","10","710",17,"5710",22,"b1b341e9be7b4c3380451a8071957029"
"F",93,"2018-02-28",38000,8.16,15.58,148,630,11,89.76,"5","8","6","86",14,"586",19,"b1ba950321fc4168a766afefe99bc675"
"M",47,"2015-10-27",71000,20.35,27.8,1003,648,7,142.46,"6","6","7","67",13,"667",19,"b1c130aedf35482e984399d93f045be3"
"M",53,"2016-12-04",95000,22.72,51.56,599,606,7,159.05,"4","6","8","68",14,"468",18,"b1c58c9a9749400092a00d2ab36f6d50"
"F",84,"2018-02-14",72000,22.06,25.17,162,546,2,44.11,"2","1","4","14",5,"214",7,"b1c6851663c34ca996ea8539bcfc03a5"
